,profit
2519,10418
2520,15721
2521,615
2522,1521
2523,4690
2524,3959
2525,2012
2526,9278
2527,13737
2528,821
2529,5767
2530,15432
2531,11305
2532,17683
2533,14896
2534,16378
2535,17720
2536,11277
2537,11564
2538,16338
2539,11301
2540,2588
2541,5926
2542,19090
2543,9082
2544,6089
2545,4265
2546,11035
2547,19269
2548,14625
2549,14709
2550,7940
2551,6552
2552,10631
2553,16355
2554,275
2555,7064
2556,3042
2557,715
2558,574
2559,237
2560,14402
2561,2176
2562,2648
2563,7039
2564,11157
2565,1358
2566,564
2567,1416
2568,9975
2569,15297
2570,9352
2571,9466
2572,12729
2573,13018
2574,17944
2575,2131
2576,16244
2577,7976
2578,3705
2579,7549
2580,9203
2581,4134
2582,6639
2583,10435
2584,350
2585,10977
2586,7856
2587,2774
2588,7378
2589,5112
2590,4677
2591,12630
2592,432
2593,18558
2594,2513
2595,13967
2596,10672
2597,18008
2598,16514
2599,8344
2600,1811
2601,34
2602,233
2603,16631
2604,18059
2605,4751
2606,491
2607,18155
2608,3622
2609,17971
2610,14109
2611,12873
2612,17801
2613,4483
2614,17497
2615,15205
2616,15789
2617,18308
2618,12813
2619,9322
2620,12618
2621,16556
2622,9389
2623,12594
2624,11213
2625,16598
2626,11673
2627,15471
2628,6819
2629,4654
2630,4373
2631,3870
2632,18860
2633,3234
2634,18612
2635,4274
2636,7921
2637,4903
2638,12496
2639,14246
2640,13421
2641,19713
2642,8010
2643,3278
2644,19910
2645,6118
2646,9819
2647,10360
2648,7125
2649,11166
2650,12692
2651,19498
2652,3680
2653,14793
2654,10802
2655,17712
2656,12676
2657,15009
2658,398
2659,14682
2660,18487
2661,5624
2662,19553
2663,2328
2664,4223
2665,5434
2666,18518
2667,2725
2668,5684
2669,6699
2670,5000
2671,18472
2672,9837
2673,15665
2674,15670
2675,14561
2676,17433
2677,3106
2678,15942
2679,5188
2680,15561
2681,14773
2682,9824
2683,19279
2684,17410
2685,4267
2686,11879
2687,2661
2688,13442
2689,585
2690,10198
2691,1891
2692,7219
2693,4659
2694,15039
2695,829
2696,10552
2697,11781
2698,6518
2699,9368
2700,16207
2701,8884
2702,16435
2703,4536
2704,10663
2705,15663
2706,1434
2707,12608
2708,10092
2709,5032
2710,18056
2711,3685
2712,1242
2713,14671
2714,9784
2715,16975
2716,9839
2717,4869
2718,17613
2719,5483
2720,12790
2721,15659
2722,4002
2723,3848
2724,5782
2725,19717
2726,18442
2727,3658
2728,6505
2729,19844
2730,1686
2731,15799
2732,929
2733,16379
2734,18013
2735,19597
2736,12423
2737,11781
2738,18718
2739,14460
2740,5125
2741,15895
2742,7661
2743,17931
2744,10666
2745,15830
2746,17344
2747,5220
2748,2095
2749,15548
2750,751
2751,11050
2752,4420
2753,15672
2754,9518
2755,12231
2756,6374
2757,18631
2758,17389
2759,19613
2760,9880
2761,5527
2762,8997
2763,7028
2764,19578
2765,5152
2766,7810
2767,7911
2768,4463
2769,12980
2770,260
2771,9422
2772,14280
2773,6028
2774,1275
2775,17882
2776,1478
2777,14045
2778,13054
2779,17796
2780,16357
2781,3014
2782,6603
2783,5915
2784,523
2785,11297
2786,19458
2787,4786
2788,19157
2789,1338
2790,2350
2791,18305
2792,11658
2793,9961
2794,14260
2795,5711
2796,14993
2797,10676
2798,5768
2799,18456
2800,10531
2801,3217
2802,911
2803,14605
2804,11579
2805,4892
2806,5163
2807,1338
2808,9455
2809,2686
2810,4015
2811,740
2812,15685
2813,12691
2814,254
2815,11931
2816,19280
2817,17772
2818,18253
2819,3612
2820,19887
2821,4517
2822,12213
2823,3810
2824,15592
2825,8227
2826,523
2827,8191
2828,8885
2829,14410
2830,8408
2831,1123
2832,14645
2833,1643
2834,17822
2835,9052
2836,17400
2837,7226
2838,16300
2839,14701
2840,237
2841,13139
2842,1644
2843,10000
2844,8077
2845,240
2846,16129
2847,15486
2848,18889
2849,18505
2850,16316
2851,2815
2852,12502
2853,1353
2854,14153
2855,7564
2856,16893
2857,11967
2858,19773
2859,1706
2860,5827
2861,14032
2862,12624
2863,11914
2864,17462
2865,4387
2866,17296
2867,17294
2868,13965
2869,10051
2870,2533
2871,5771
2872,10859
2873,12968
2874,1444
2875,1448
2876,10687
2877,3504
2878,15922
2879,11885
2880,8385
2881,1007
2882,14241
2883,15882
2884,666
2885,11676
2886,12332
2887,5955
2888,14100
2889,16177
2890,15559
2891,19996
2892,5360
2893,6393
2894,8882
2895,8787
2896,15349
2897,12468
2898,1857
2899,19205
2900,15189
2901,18915
2902,9574
2903,11173
2904,2422
2905,12433
2906,4972
2907,4799
2908,11662
2909,14480
2910,15541
2911,14689
2912,11005
2913,14701
2914,18874
2915,9699
2916,652
2917,980
2918,18288
2919,3071
2920,11740
2921,6126
2922,11417
2923,68
2924,7489
2925,10804
2926,3686
2927,10028
2928,14941
2929,12348
2930,11813
2931,16415
2932,19009
2933,9565
2934,1792
2935,3322
2936,9614
2937,12919
2938,4802
2939,7378
2940,11530
2941,18484
2942,6116
2943,18065
2944,16358
2945,15158
2946,8231
2947,6146
2948,6752
2949,1165
2950,1213
2951,17724
2952,5924
2953,10625
2954,12204
2955,13296
2956,1818
2957,13930
2958,3854
2959,11954
2960,11885
2961,5800
2962,12909
2963,9643
2964,5321
2965,8207
2966,19287
2967,2028
2968,9759
2969,5217
2970,6435
2971,17223
2972,19209
2973,10901
2974,16174
2975,10248
2976,7606
2977,14609
2978,8786
2979,13780
2980,6749
2981,17663
2982,17657
2983,432
2984,16562
2985,5320
2986,9791
2987,10764
2988,17828
2989,9248
2990,3986
2991,9250
2992,13009
2993,1850
2994,12775
2995,13903
2996,19192
2997,180
2998,10894
2999,15274
3000,7036
3001,14997
3002,14172
3003,9891
3004,8424
3005,14759
3006,6214
3007,13772
3008,17304
3009,9241
3010,2755
3011,10143
3012,18083
3013,5501
3014,14027
3015,19713
3016,1716
3017,2287
3018,1318
3019,13634
3020,18783
3021,13688
3022,6301
3023,5291
3024,7362
3025,927
3026,3973
3027,11178
3028,2077
3029,5221
3030,4282
3031,9149
3032,17286
3033,16590
3034,11797
3035,6536
3036,3261
3037,15747
3038,15738
3039,305
3040,17851
3041,5567
3042,10409
3043,17040
3044,17599
3045,6764
3046,11316
3047,577
3048,16206
3049,6448
3050,7858
3051,6659
3052,8270
3053,2683
3054,483
3055,18833
3056,19652
3057,8535
3058,10870
3059,14859
3060,11520
3061,18489
3062,9320
3063,1397
3064,6102
3065,11822
3066,2810
3067,19240
3068,14052
3069,6447
3070,83
3071,6557
3072,7546
3073,6135
3074,3908
3075,2025
3076,15792
3077,14328
3078,4935
3079,9032
3080,4146
3081,15511
3082,8449
3083,7434
3084,10298
3085,2814
3086,7512
3087,17213
3088,12376
3089,1171
3090,17011
3091,2273
3092,8545
3093,3344
3094,16228
3095,15565
3096,16974
3097,4588
3098,6670
3099,2367
3100,17175
3101,16658
3102,10667
3103,9367
3104,14251
3105,18498
3106,7224
3107,8907
3108,18211
3109,3512
3110,12019
3111,17081
3112,16812
3113,9387
3114,13967
3115,2331
3116,809
3117,15337
3118,9473
3119,6847
3120,17274
3121,3734
3122,9663
3123,6868
3124,17252
3125,9881
3126,17869
3127,9332
3128,11808
3129,12441
3130,12301
3131,4835
3132,15517
3133,17846
3134,6723
3135,12100
3136,17877
3137,9304
3138,921
3139,14783
3140,9782
3141,13952
3142,1558
3143,12677
3144,11263
3145,6184
3146,3377
3147,1013
3148,888
3149,17290
3150,11561
3151,15852
3152,8847
3153,10750
3154,1154
3155,11210
3156,5535
3157,10885
3158,12494
3159,2890
3160,4584
3161,19181
3162,17683
3163,14138
3164,17710
3165,19473
3166,5896
3167,16148
3168,19648
3169,11648
3170,6440
3171,13745
3172,12266
3173,14601
3174,19496
3175,3862
3176,9677
3177,4633
3178,18149
3179,15273
3180,3372
3181,17699
3182,13793
3183,9237
3184,8751
3185,8896
3186,5000
3187,6415
3188,5902
3189,12265
3190,19418
3191,12842
3192,2614
3193,12282
3194,589
3195,14335
3196,8898
3197,10724
3198,13187
3199,11997
3200,9159
3201,10780
3202,3953
3203,6412
3204,19943
3205,17855
3206,18988
3207,16724
3208,10021
3209,5937
3210,4291
3211,10396
3212,11396
3213,13569
3214,16047
3215,11176
3216,13201
3217,7617
3218,8258
3219,141
3220,15306
3221,13561
3222,13576
3223,376
3224,12986
3225,14234
3226,3614
3227,9934
3228,2843
3229,5729
3230,1376
3231,18157
3232,15413
3233,11393
3234,585
3235,123
3236,801
3237,682
3238,4164
3239,19848
3240,33
3241,17223
3242,11720
3243,3740
3244,7755
3245,18418
3246,12111
3247,7796
3248,14955
3249,9971
3250,4122
3251,3483
3252,11868
3253,13185
3254,15339
3255,3390
3256,1428
3257,17100
3258,7081
3259,19067
3260,16771
3261,14177
3262,9907
3263,10389
3264,19121
3265,5014
3266,1894
3267,4739
3268,13989
3269,14518
3270,9797
3271,6451
3272,11740
3273,10749
3274,11045
3275,628
3276,5914
3277,2186
3278,1008
3279,1317
3280,19280
3281,15562
3282,12148
3283,16343
3284,18880
3285,9032
3286,19643
3287,13364
3288,10144
3289,8689
3290,17009
3291,18080
3292,2672
3293,19773
3294,18768
3295,10257
3296,747
3297,7677
3298,17214
3299,7383
3300,19682
3301,3444
3302,4012
3303,6478
3304,17813
3305,4530
3306,5316
3307,135
3308,19598
3309,9569
3310,3266
3311,12505
3312,3657
3313,983
3314,13615
3315,2654
3316,15642
3317,13453
3318,7188
3319,3890
3320,19571
3321,5575
3322,2866
3323,6371
3324,7122
3325,10484
3326,18363
3327,5727
3328,16356
3329,5234
3330,17625
3331,10197
3332,9942
3333,18199
3334,3752
3335,9865
3336,10647
3337,510
3338,15768
3339,2692
3340,13513
3341,7711
3342,193
3343,7576
3344,6308
3345,5984
3346,9404
3347,14334
3348,14109
3349,8228
3350,9808
3351,19548
3352,3284
3353,8634
3354,3648
3355,12285
3356,13478
3357,11672
3358,15221
3359,16909
3360,6393
3361,12683
3362,13901
3363,15702
3364,12277
3365,7274
3366,10640
3367,12760
3368,11644
3369,19914
3370,19435
3371,15667
3372,4603
3373,16309
3374,9772
3375,4861
3376,5726
3377,12316
3378,19926
3379,9431
3380,1390
3381,8274
3382,14519
3383,17786
3384,12810
3385,9734
3386,1795
3387,6998
3388,1828
3389,15849
3390,16067
3391,860
3392,326
3393,16693
3394,16898
3395,19801
3396,3474
3397,18138
3398,7958
3399,12687
3400,14057
3401,5946
3402,13769
3403,2286
3404,15143
3405,1198
3406,19867
3407,17095
3408,5915
3409,3395
3410,2445
3411,1171
3412,6238
3413,11442
3414,16647
3415,11531
3416,12244
3417,13815
3418,11285
3419,6659
3420,4770
3421,8240
3422,2448
3423,18223
3424,8629
3425,11900
3426,9119
3427,18841
3428,1906
3429,3549
3430,13986
3431,13086
3432,7616
3433,10414
3434,9426
3435,9783
3436,9000
3437,6493
3438,11203
3439,6399
3440,4178
3441,87
3442,15316
3443,11850
3444,12314
3445,17355
3446,14020
3447,9919
3448,15054
3449,986
3450,19965
3451,13513
3452,9022
3453,13788
3454,14541
3455,18629
3456,4177
3457,12379
3458,18367
3459,19115
3460,6427
3461,9857
3462,9699
3463,16656
3464,3353
3465,19664
3466,4927
3467,1433
3468,19765
3469,8195
3470,3733
3471,13031
3472,4361
3473,1360
3474,11826
3475,14264
3476,7956
3477,10300
3478,1247
3479,12454
3480,16688
3481,19340
3482,4442
3483,14772
3484,5264
3485,6604
3486,3578
3487,16834
3488,3943
3489,12234
3490,2137
3491,15069
3492,18400
3493,5919
3494,8446
3495,18108
3496,7080
3497,12149
3498,18311
3499,3033
3500,13692
3501,6705
3502,8761
3503,9977
3504,2519
3505,11274
3506,12342
3507,15484
3508,3764
3509,4905
3510,11490
3511,18445
3512,2738
3513,18551
3514,2832
3515,14854
3516,5956
3517,3068
3518,13959
3519,13964
3520,8948
3521,3966
3522,2523
3523,8226
3524,2375
3525,4499
3526,8936
3527,10778
3528,4791
3529,5427
3530,4355
3531,18941
3532,3308
3533,163
3534,13985
3535,12182
3536,11139
3537,16863
3538,8421
3539,12993
3540,11851
3541,17534
3542,9801
3543,12251
3544,17589
3545,17399
3546,9710
3547,7133
3548,10276
3549,18832
3550,2434
3551,6172
3552,3370
3553,10078
3554,19966
3555,3347
3556,14002
3557,3703
3558,13771
3559,11584
3560,10380
3561,18846
3562,18184
3563,16134
3564,11262
3565,13026
3566,14853
3567,7442
3568,1348
3569,11298
3570,10731
3571,4913
3572,1644
3573,18457
3574,4892
3575,2103
3576,3775
3577,16899
3578,8126
3579,7864
3580,16938
3581,8535
3582,11118
3583,2369
3584,14820
3585,10672
3586,12298
3587,1660
3588,17485
3589,11146
3590,9742
3591,13445
3592,4045
3593,4670
3594,15366
3595,12090
3596,15634
3597,13555
3598,10519
3599,17737
3600,19534
3601,3541
3602,3585
3603,14318
3604,19742
3605,15328
3606,15208
3607,19699
3608,14684
3609,61
3610,14903
3611,11040
3612,7134
3613,968
3614,19676
3615,5424
3616,6575
3617,5218
3618,9426
3619,1764
3620,1440
3621,8546
3622,17981
3623,13015
3624,4904
3625,9722
3626,16434
3627,8279
3628,8609
3629,6345
3630,13116
3631,3779
3632,9324
3633,14998
3634,1068
3635,13329
3636,9541
3637,16001
3638,5169
3639,19392
3640,13320
3641,16164
3642,2186
3643,17416
3644,18307
3645,5623
3646,1765
3647,11908
3648,4476
3649,9011
3650,17031
3651,5850
3652,19257
3653,1619
3654,13783
3655,17147
3656,1503
3657,1914
3658,19731
3659,15496
3660,5752
3661,5927
3662,7742
3663,9275
3664,553
3665,7690
3666,13135
3667,18970
3668,2910
3669,8382
3670,123
3671,3269
3672,887
3673,8886
3674,15985
3675,8130
3676,12408
3677,10237
3678,13867
3679,7555
3680,1966
3681,16614
3682,17966
3683,4334
3684,19510
3685,14222
3686,2221
3687,4660
3688,4685
3689,14715
3690,7121
3691,1393
3692,7921
3693,18754
3694,14498
3695,12374
3696,17891
3697,1439
3698,17883
3699,2635
3700,18751
3701,9734
3702,4892
3703,15641
3704,17072
3705,7085
3706,11536
3707,10134
3708,15719
3709,15129
3710,12002
3711,6728
3712,17914
3713,3603
3714,6783
3715,7713
3716,12394
3717,3727
3718,16345
3719,11167
3720,876
3721,18809
3722,12245
3723,8298
3724,14629
3725,8056
3726,1599
3727,12561
3728,14112
3729,12497
3730,15074
3731,18403
3732,12894
3733,17030
3734,19108
3735,19129
3736,2041
3737,15869
3738,13580
3739,8852
3740,11825
3741,1174
3742,3359
3743,13339
3744,7221
3745,13812
3746,3292
3747,1993
3748,1199
3749,2013
3750,7366
3751,3247
3752,11117
3753,13649
3754,17184
3755,437
3756,8541
3757,10037
3758,18514
3759,18753
3760,5077
3761,10206
3762,13768
3763,1786
3764,3036
3765,6683
3766,11380
3767,1378
3768,5669
3769,15030
3770,14652
3771,16896
3772,12682
3773,19323
3774,4102
3775,2284
3776,18197
3777,7414
3778,6544
3779,18910
3780,7635
3781,8637
3782,6346
3783,12524
3784,18131
3785,3755
3786,19771
3787,3260
3788,1190
3789,9502
3790,17212
3791,11345
3792,14034
3793,19635
3794,11807
3795,11608
3796,2177
3797,4710
3798,416
3799,2967
3800,16434
3801,6320
3802,5001
3803,7998
3804,16942
3805,9901
3806,5681
3807,10427
3808,4761
3809,2326
3810,12539
3811,13000
3812,10404
3813,5379
3814,13378
3815,5758
3816,10205
3817,1845
3818,19383
3819,19840
3820,6206
3821,2337
3822,4838
3823,10506
3824,9317
3825,6755
3826,12937
3827,11928
3828,10187
3829,3433
3830,2488
3831,16905
3832,10673
3833,16669
3834,11764
3835,4126
3836,14400
3837,2707
3838,5084
3839,6039
3840,12105
3841,17079
3842,6312
3843,12634
3844,2249
3845,6918
3846,17751
3847,1002
3848,9484
3849,19488
3850,1321
3851,10609
3852,12227
3853,10137
3854,12537
3855,16561
3856,17085
3857,480
3858,11678
3859,8055
3860,7869
3861,18806
3862,7009
3863,11511
3864,8101
3865,16488
3866,17810
3867,15168
3868,3950
3869,16650
3870,15816
3871,13583
3872,15701
3873,7265
3874,10619
3875,3986
3876,13476
3877,11084
3878,9555
3879,14432
3880,5300
3881,6077
3882,18804
3883,6534
3884,16273
3885,14494
3886,4931
3887,7262
3888,6740
3889,17185
3890,13000
3891,9533
3892,16091
3893,2342
3894,6760
3895,1233
3896,18263
3897,1420
3898,13633
3899,6736
3900,17993
3901,9519
3902,4296
3903,2988
3904,8911
3905,5955
3906,14916
3907,13159
3908,18648
3909,13945
3910,379
3911,796
3912,5549
3913,13227
3914,15350
3915,11941
3916,9422
3917,8466
3918,12775
3919,8354
3920,18428
3921,11263
3922,7955
3923,13686
3924,15711
3925,13821
3926,10290
3927,10660
3928,18011
3929,4392
3930,7566
3931,9465
3932,284
3933,8442
3934,4621
3935,15135
3936,14807
3937,2170
3938,11361
3939,19913
3940,2715
3941,14325
3942,13628
3943,12641
3944,9233
3945,4099
3946,15113
3947,10624
3948,6322
3949,19424
3950,6213
3951,634
3952,13453
3953,2679
3954,3609
3955,16822
3956,1076
3957,14944
3958,6983
3959,19319
3960,8789
3961,2176
3962,1351
3963,3142
3964,7167
3965,18418
3966,3777
3967,1625
3968,13116
3969,7438
3970,6050
3971,16734
3972,14783
3973,8911
3974,984
3975,6142
3976,12603
3977,416
3978,17630
3979,275
3980,6044
3981,13023
3982,7497
3983,2662
3984,19265
3985,12917
3986,12738
3987,19955
3988,11593
3989,18323
3990,7784
3991,11220
3992,15947
3993,9375
3994,12260
3995,12166
3996,12897
3997,8052
3998,9405
3999,13715
4000,4122
4001,2287
4002,2560
4003,3386
4004,7795
4005,11954
4006,8169
4007,11208
4008,8168
4009,2745
4010,13277
4011,17219
4012,4078
4013,2694
4014,9958
4015,1096
4016,16325
4017,10795
4018,799
4019,832
4020,1501
4021,12880
4022,17108
4023,15683
4024,1573
4025,16766
4026,4640
4027,8623
4028,7804
4029,3318
4030,15843
4031,1836
4032,19312
4033,8241
4034,10935
4035,15275
4036,16930
4037,10634
4038,2366
4039,1174
4040,17812
4041,5383
4042,11059
4043,749
4044,4920
4045,6997
4046,3068
4047,11272
4048,18421
4049,14816
4050,6685
4051,5469
4052,9702
4053,534
4054,3225
4055,16918
4056,10489
4057,17671
4058,8763
4059,13364
4060,17676
4061,7509
4062,3475
4063,16286
4064,8854
4065,18645
4066,11409
4067,451
4068,3119
4069,11561
4070,17164
4071,3767
4072,13672
4073,12903
4074,19581
4075,11720
4076,4069
4077,12789
4078,8009
4079,1595
4080,16896
4081,4749
4082,18370
4083,7390
4084,1014
4085,11285
4086,9394
4087,5331
4088,3704
4089,16499
4090,6719
4091,8178
4092,16870
4093,6769
4094,15920
4095,8960
4096,9654
4097,4098
4098,7447
4099,5410
4100,16443
4101,17914
4102,17165
4103,11814
4104,1148
4105,11219
4106,4694
4107,9635
4108,8024
4109,3957
4110,13356
4111,7122
4112,16999
4113,14096
4114,17799
4115,3653
4116,10955
4117,13378
4118,18333
4119,720
4120,12779
4121,14458
4122,604
4123,16023
4124,11171
4125,12827
4126,8027
4127,1717
4128,14966
4129,18713
4130,12680
4131,12562
4132,1911
4133,2126
4134,17258
4135,13932
4136,4709
4137,14102
4138,2798
4139,5846
4140,12826
4141,10728
4142,4884
4143,8099
4144,6985
4145,16569
4146,714
4147,19528
4148,3567
4149,8103
4150,10101
4151,1351
4152,13303
4153,7652
4154,2074
4155,13936
4156,6637
4157,19269
4158,17442
4159,14615
4160,10711
4161,1714
4162,5514
4163,7432
4164,1236
4165,9418
4166,7979
4167,14235
4168,12717
4169,7869
4170,10661
4171,11810
4172,4982
4173,4045
4174,17043
4175,5243
4176,13536
4177,5362
4178,16857
4179,12026
4180,918
4181,8758
4182,14865
4183,14580
4184,8800
4185,15516
4186,16060
4187,10741
4188,15473
4189,18244
4190,5375
4191,8160
4192,3291
4193,13296
4194,8617
4195,16572
4196,9306
4197,5709
4198,16487
4199,6480
4200,9083
4201,4403
4202,11606
4203,9383
4204,19409
4205,1527
4206,14500
4207,2807
4208,4823
4209,17372
4210,18944
4211,13484
4212,13484
4213,7921
4214,12988
4215,14097
4216,3652
4217,1712
4218,3293
4219,5414
4220,17998
4221,15472
4222,3361
4223,5432
4224,7406
4225,2207
4226,7491
4227,18879
4228,3930
4229,15470
4230,2696
4231,8616
4232,6368
4233,2625
4234,19654
4235,2200
4236,14699
4237,6085
4238,14376
4239,17476
4240,5651
4241,2198
4242,16254
4243,7027
4244,1651
4245,14166
4246,13743
4247,11260
4248,9593
4249,14116
4250,6839
4251,8089
4252,14910
4253,12334
4254,18056
4255,11147
4256,2195
4257,2457
4258,18515
4259,11456
4260,12894
4261,295
4262,8767
4263,12778
4264,9452
4265,984
4266,15128
4267,2238
4268,1689
4269,2366
4270,18624
4271,2085
4272,1910
4273,1355
4274,15882
4275,694
4276,11486
4277,11466
4278,17016
4279,10448
4280,12377
4281,16181
4282,4667
4283,9999
4284,2491
4285,1088
4286,698
4287,12667
4288,656
4289,10276
4290,5762
4291,4858
4292,4733
4293,17661
4294,1987
4295,13878
4296,5696
4297,10296
4298,846
4299,6570
4300,12455
4301,13972
4302,1957
4303,13998
4304,3992
4305,13886
4306,10822
4307,6166
4308,16898
4309,8957
4310,8410
4311,11143
4312,18401
4313,18097
4314,15795
4315,12839
4316,11783
4317,17213
4318,16558
4319,19575
4320,18405
4321,10448
4322,19660
4323,16919
4324,13614
4325,11866
4326,886
4327,10477
4328,3134
4329,6895
4330,9811
4331,14310
4332,6692
4333,3469
4334,16843
4335,13049
4336,18059
4337,15639
4338,17068
4339,3582
4340,14315
4341,12427
4342,1526
4343,6474
4344,1219
4345,8530
4346,9203
4347,15016
4348,5190
4349,4402
4350,9475
4351,12852
4352,2089
4353,7892
4354,4330
4355,16942
4356,18890
4357,8104
4358,3511
4359,15390
4360,17763
4361,6989
4362,15319
4363,994
4364,2787
4365,5477
4366,12955
4367,14684
4368,10355
4369,1604
4370,8292
4371,16106
4372,18704
4373,13202
4374,821
4375,18497
4376,953
4377,12152
4378,1268
4379,4889
4380,9356
4381,19353
4382,16361
4383,8019
4384,8420
4385,15988
4386,18489
4387,13379
4388,7701
4389,19109
4390,11884
4391,18842
4392,2649
4393,7995
4394,5258
4395,3524
4396,514
4397,9123
4398,1991
4399,11518
4400,15965
4401,19908
4402,12909
4403,925
4404,11215
4405,8499
4406,19405
4407,12132
4408,11589
4409,2407
4410,5199
4411,14236
4412,8804
4413,19003
4414,14100
4415,3599
4416,10946
4417,11176
4418,12184
4419,8651
4420,19366
4421,15022
4422,15697
4423,9566
4424,1722
4425,8337
4426,1698
4427,5663
4428,18147
4429,18686
4430,5695
4431,3817
4432,19352
4433,16609
4434,13863
4435,2269
4436,19042
4437,9021
4438,13872
4439,235
4440,1264
4441,5488
4442,12764
4443,3498
4444,1555
4445,2995
4446,935
4447,18772
4448,14406
4449,8104
4450,7130
4451,14291
4452,17365
4453,18844
4454,1701
4455,5741
4456,18468
4457,1043
4458,4674
4459,2248
4460,6373
4461,1592
4462,433
4463,1598
4464,8703
4465,12841
4466,8718
4467,18525
4468,15725
4469,18394
4470,9619
4471,1374
4472,10571
4473,7683
4474,9187
4475,9424
4476,19787
4477,7197
4478,18177
4479,1664
4480,18232
4481,8861
4482,17018
4483,4586
4484,13900
4485,7686
4486,9702
4487,514
4488,4577
4489,12649
4490,3551
4491,7181
4492,16796
4493,2676
4494,11208
4495,12922
4496,14269
4497,17156
4498,9259
4499,7533
4500,17459
4501,6637
4502,8307
4503,13323
4504,4763
4505,5056
4506,7917
4507,18635
4508,2249
4509,12861
4510,7527
4511,15227
4512,2090
4513,17715
4514,1367
4515,13090
4516,6978
4517,8656
4518,13058
4519,1031
4520,2582
4521,16564
4522,4392
4523,6644
4524,7963
4525,5687
4526,15310
4527,10735
4528,19734
4529,5008
4530,17532
4531,2029
4532,14381
4533,7303
4534,17432
4535,11496
4536,7727
4537,11186
4538,17654
4539,3155
4540,10683
4541,13723
4542,14995
4543,12018
4544,4818
4545,5362
4546,18621
4547,13352
4548,17783
4549,9838
4550,13085
4551,4426
4552,3953
4553,4976
4554,18389
4555,10465
4556,19838
4557,15795
4558,8429
4559,19099
4560,18195
4561,8777
4562,11364
4563,10159
4564,17359
4565,18375
4566,7494
4567,13717
4568,5225
4569,9856
4570,16628
4571,880
4572,17419
4573,3053
4574,19763
4575,12884
4576,4636
4577,11501
4578,9703
4579,17006
4580,6728
4581,2539
4582,12461
4583,13997
4584,15757
4585,4674
4586,16240
4587,8784
4588,1108
4589,2117
4590,13159
4591,13012
4592,3543
4593,12295
4594,14329
4595,14218
4596,9547
4597,5738
4598,424
4599,2434
4600,18752
4601,4650
4602,12355
4603,6
4604,3885
4605,13653
4606,4241
4607,16205
4608,10033
4609,699
4610,13102
4611,3556
4612,725
4613,2401
4614,11249
4615,13849
4616,18703
4617,8064
4618,17188
4619,2759
4620,12885
4621,14953
4622,3682
4623,8204
4624,15846
4625,9544
4626,13077
4627,2964
4628,8087
4629,5190
4630,10905
4631,15148
4632,5409
4633,2382
4634,2057
4635,3902
4636,13629
4637,3607
4638,18418
4639,13965
4640,4949
4641,5833
4642,5208
4643,12363
4644,16098
4645,13546
4646,17183
4647,5272
4648,4483
4649,16026
4650,6775
4651,15720
4652,8782
4653,17138
4654,3953
4655,14383
4656,12980
4657,6481
4658,11025
4659,1899
4660,19417
4661,13165
4662,10027
4663,4280
4664,17561
4665,5080
4666,8704
4667,1343
4668,13025
4669,6194
4670,8071
4671,9132
4672,16034
4673,14912
4674,16058
4675,1368
4676,18654
4677,3240
4678,16336
4679,3359
4680,6880
4681,10296
4682,18863
4683,7937
4684,12598
4685,12040
4686,7963
4687,17899
4688,3847
4689,13048
4690,6789
4691,15558
4692,11939
4693,11382
4694,8306
4695,875
4696,3113
4697,14451
4698,2216
4699,4621
4700,10728
4701,1755
4702,1515
4703,3574
4704,8275
4705,16422
4706,12415
4707,8843
4708,1828
4709,11140
4710,5438
4711,19981
4712,2242
4713,13975
4714,17964
4715,14329
4716,1673
4717,1534
4718,12849
4719,9210
4720,1924
4721,15952
4722,883
4723,8169
4724,15472
4725,885
4726,10265
4727,4762
4728,2576
4729,8168
4730,10979
4731,18228
4732,5415
4733,18365
4734,6175
4735,6603
4736,8630
4737,17836
4738,3924
4739,2903
4740,12801
4741,6613
4742,15462
4743,9520
4744,13956
4745,4035
4746,12575
4747,12388
4748,2250
4749,11451
4750,19260
4751,16074
4752,10009
4753,16853
4754,10551
4755,9215
4756,12316
4757,16357
4758,3646
4759,17718
4760,7854
4761,11464
4762,4075
4763,11395
4764,5387
4765,2045
4766,15186
4767,8674
4768,322
4769,12915
4770,9074
4771,4136
4772,4961
4773,15734
4774,10978
4775,16661
4776,5495
4777,16208
4778,1786
4779,18074
4780,609
4781,13202
4782,3176
4783,1096
4784,19307
4785,544
4786,12193
4787,10723
4788,12451
4789,13429
4790,9122
4791,10814
4792,17491
4793,10059
4794,19682
4795,10284
4796,1035
4797,17799
4798,6660
4799,9343
4800,19898
4801,9050
4802,11924
4803,5601
4804,13596
4805,16167
4806,10834
4807,7815
4808,11493
4809,19190
4810,16896
4811,4919
4812,18001
4813,8424
4814,11640
4815,17264
4816,4123
4817,15768
4818,19233
4819,5060
4820,10613
4821,1532
4822,8387
4823,18968
4824,4098
4825,845
4826,16095
4827,1167
4828,18627
4829,5925
4830,4444
4831,14179
4832,7247
4833,6149
4834,996
4835,11779
4836,15093
4837,327
4838,768
4839,862
4840,5182
4841,2369
4842,8988
4843,452
4844,3945
4845,2427
4846,5023
4847,19238
4848,16956
4849,1024
4850,8945
4851,8479
4852,16703
4853,2354
4854,12059
4855,19072
4856,11236
4857,351
4858,9772
4859,9488
4860,12485
4861,172
4862,1068
4863,6479
4864,11709
4865,2004
4866,18406
4867,19016
4868,17825
4869,6639
4870,12220
